barcode,manifest_sno,freezer_no,normalized_barcode
ET-SN-WO-SO-SH-82,1496.0,,et-sn-wo-so-sh-82
ET-SN-WO-SO-SH-72,1497.0,,et-sn-wo-so-sh-72
ET-SN-WO-SO-SH-92,1498.0,,et-sn-wo-so-sh-92
ET-SN-WO-SO-SH-006,1499.0,,et-sn-wo-so-sh-006
ET-SN-WO-SO-SH-86,1500.0,,et-sn-wo-so-sh-86
ET-SN-WO-SO-SH-55,1501.0,,et-sn-wo-so-sh-55
ET-SN-WO-SO-SH-59,1502.0,,et-sn-wo-so-sh-59
ET-SN-WO-SO-SH-51,1503.0,,et-sn-wo-so-sh-51
ET-SN-WO-SO-SH-012,1504.0,,et-sn-wo-so-sh-012
ET-SN-WO-SO-SH-77,1505.0,,et-sn-wo-so-sh-77
ET-SN-WO-SO-SH-84,1506.0,,et-sn-wo-so-sh-84
ET-SN-WO-SO-SH-015,1507.0,,et-sn-wo-so-sh-015
ET-SN-WO-SO-SH-73,1508.0,,et-sn-wo-so-sh-73
ET-SN-WO-SO-SH-73,1509.0,,et-sn-wo-so-sh-73
ET-SN-WO-SO-SH-77,1510.0,,et-sn-wo-so-sh-77
ET-SN-WO-SO-SH-025,1511.0,,et-sn-wo-so-sh-025
ET-SN-WO-SO-SH-58,1512.0,,et-sn-wo-so-sh-58
ET-SN-WO-SO-SH-74,1513.0,,et-sn-wo-so-sh-74
ET-SN-WO-SO-SH-76,1514.0,,et-sn-wo-so-sh-76
ET-SN-WO-SO-SH-009,1515.0,,et-sn-wo-so-sh-009
ET-SN-WO-SO-SH-025,1516.0,,et-sn-wo-so-sh-025
ET-SN-WO-SO-SH-72,1517.0,,et-sn-wo-so-sh-72
ET-SN-WO-SO-SH-007,1518.0,,et-sn-wo-so-sh-007
ET-SN-WO-SO-SH-013,1519.0,,et-sn-wo-so-sh-013
ET-SN-WO-SO-SH-018,1520.0,,et-sn-wo-so-sh-018
ET-SN-WO-SO-SH-71,1521.0,,et-sn-wo-so-sh-71
ET-SN-WO-SO-SH-49,1522.0,,et-sn-wo-so-sh-49
ET-SN-WO-SO-SH-76,1523.0,,et-sn-wo-so-sh-76
ET-SN-WO-SO-SH-90,1524.0,,et-sn-wo-so-sh-90
ET-SN-WO-SO-SH-009,1525.0,,et-sn-wo-so-sh-009
ET-SN-WO-SO-SH-001,1526.0,,et-sn-wo-so-sh-001
ET-SN-WO-SO-SH-013,1527.0,,et-sn-wo-so-sh-013
ET-SN-WO-SO-SH-016,1528.0,,et-sn-wo-so-sh-016
ET-SN-WO-SO-SH-50,1529.0,,et-sn-wo-so-sh-50
ET-SN-WO-SO-SH-57,1530.0,,et-sn-wo-so-sh-57
ET-SN-WO-SO-SH-61,1531.0,,et-sn-wo-so-sh-61
ET-SN-WO-SO-SH-004,1532.0,,et-sn-wo-so-sh-004
ET-SN-WO-SO-SH-012,1533.0,,et-sn-wo-so-sh-012
ET-SN-WO-SO-SH-019,1534.0,,et-sn-wo-so-sh-019
ET-SN-WO-SO-SH-78,1535.0,,et-sn-wo-so-sh-78
ET-SN-WO-SO-SH-90,1536.0,,et-sn-wo-so-sh-90
ET-OR-BA-AT-ADH-33,1537.0,,et-or-ba-at-adh-33
ET-SO-GO-GH-16,1538.0,,et-so-go-gh-16
ET-SO-GO-GH-4,1539.0,,et-so-go-gh-4
ET-SO-GO-GH-26,1540.0,,et-so-go-gh-26
ET-SO-GO-GH-23,1541.0,,et-so-go-gh-23
ET-SO-GO-GH-25,1542.0,,et-so-go-gh-25
ET-SO-GO-GH-34,1543.0,,et-so-go-gh-34
ET-SO-GO-GH-33,1544.0,,et-so-go-gh-33
ET-OR-GU-AT-ADH-30,1545.0,,et-or-gu-at-adh-30
ET-SO-GO-GH-10,1546.0,,et-so-go-gh-10
ET-SO-GO-GH-12,1547.0,,et-so-go-gh-12
ET-SO-GO-GH-27,1548.0,,et-so-go-gh-27
ET-SO-GO-GH-22,1549.0,,et-so-go-gh-22
ET-SO-GO-GH-27,1550.0,,et-so-go-gh-27
ET-SO-GO-GH-35,1551.0,,et-so-go-gh-35
ET-SO-GO-GH-32,1552.0,,et-so-go-gh-32
ET-OR-GU-AT-ADH-27,1553.0,,et-or-gu-at-adh-27
ET-SO-GO-GH-18,1554.0,,et-so-go-gh-18
ET-SO-GO-GH-3,1555.0,,et-so-go-gh-3
ET-SO-GO-GH-39,1556.0,,et-so-go-gh-39
ET-SO-GO-GH-40,1557.0,,et-so-go-gh-40
ET-SO-GO-GH-25,1558.0,,et-so-go-gh-25
ET-SO-GO-GH-35,1559.0,,et-so-go-gh-35
ET-SO-GO-GH-21,1560.0,,et-so-go-gh-21
ET-OR-BA-GU-AT-ADH-42,1561.0,,et-or-ba-gu-at-adh-42
ET-SO-GO-GH-13,1562.0,,et-so-go-gh-13
ET-SO-GO-GH-5,1563.0,,et-so-go-gh-5
ET-SO-GO-GH-37,1564.0,,et-so-go-gh-37
ET-SO-GO-GH-29,1565.0,,et-so-go-gh-29
ET-SO-GO-GH-31,1566.0,,et-so-go-gh-31
ET-SO-GO-GH-31,1567.0,,et-so-go-gh-31
ET-SO-GO-GH-23,1568.0,,et-so-go-gh-23
ET-OR-GU-AT-ADH-28,1569.0,,et-or-gu-at-adh-28
ET-SO-GO-GH-11,1570.0,,et-so-go-gh-11
ET-SO-GO-GH-1,1571.0,,et-so-go-gh-1
ET-SO-GO-GH-39,1572.0,,et-so-go-gh-39
ET-SO-GO-GH-40,1573.0,,et-so-go-gh-40
ET-SO-GO-GH-26,1574.0,,et-so-go-gh-26
ET-SO-GO-GH-32,1575.0,,et-so-go-gh-32
ET-SO-GO-GH-29,1576.0,,et-so-go-gh-29
ET-SO-GO-GH-2,1577.0,,et-so-go-gh-2
ET-SO-GO-GH-9,1578.0,,et-so-go-gh-9
ET-SO-GO-GH-15,1579.0,,et-so-go-gh-15
ET-SO-GO-GH-38,1580.0,,et-so-go-gh-38
ET-SO-GO-GH-36,1581.0,,et-so-go-gh-36
ET-SO-GO-GH-22,1582.0,,et-so-go-gh-22
ET-SO-GO-GH-33,1583.0,,et-so-go-gh-33
ET-SO-GO-GH-21,1584.0,,et-so-go-gh-21
ET-SO-GO-GH-19,1585.0,,et-so-go-gh-19
ET-SO-GO-GH-20,1586.0,,et-so-go-gh-20
ET-SO-GO-GH-8,1587.0,,et-so-go-gh-8
ET-SO-GO-GH-36,1588.0,,et-so-go-gh-36
ET-SO-GO-GH-28,1589.0,,et-so-go-gh-28
ET-SO-GO-GH-30,1590.0,,et-so-go-gh-30
ET-SO-GO-GH-34,1591.0,,et-so-go-gh-34
ET-SO-GO-GH-28,1592.0,,et-so-go-gh-28
ET-SO-GO-GH-17,1593.0,,et-so-go-gh-17
ET-SO-GO-GH-6,1594.0,,et-so-go-gh-6
ET-SO-GO-GH-7,1595.0,,et-so-go-gh-7
ET-SO-GO-GH-14,1596.0,,et-so-go-gh-14
ET-SO-GO-GH-37,1597.0,,et-so-go-gh-37
ET-SO-GO-GH-38,1598.0,,et-so-go-gh-38
ET-SO-GO-GH-24,1599.0,,et-so-go-gh-24
ET-SO-GO-GH-24,1600.0,,et-so-go-gh-24
ET-OR-GU-AT-ADH-30,1601.0,,et-or-gu-at-adh-30
ET-OR-GU-AT-ADH-29,1602.0,,et-or-gu-at-adh-29
ET-OR-GU-AT-ADH-24,1603.0,,et-or-gu-at-adh-24
ET-OR-GU-AT-ADH-55,1604.0,,et-or-gu-at-adh-55
ET-OR-GU-AT-ADH-23,1605.0,,et-or-gu-at-adh-23
ET-AM-NS-SR-SRHC-26,1606.0,,et-am-ns-sr-srhc-26
ET-OR-BA-GU-AT-ADH-21,1607.0,,et-or-ba-gu-at-adh-21
ET-OR-BA-GU-AT-ADH-37,1608.0,,et-or-ba-gu-at-adh-37
ET-OR-BA-GU-AT-ADH-37,1609.0,,et-or-ba-gu-at-adh-37
ET-OR-BA-GU-AT-ADH-31,1610.0,,et-or-ba-gu-at-adh-31
ET-OR-BA-GU-AT-ADH-33,1611.0,,et-or-ba-gu-at-adh-33
ET-AM-NS-SR-SRHC-28,1612.0,,et-am-ns-sr-srhc-28
ET-OR-BA-GU-AT-ADH-45,1613.0,,et-or-ba-gu-at-adh-45
ET-OR-BA-GU-AT-ADH-36,1614.0,,et-or-ba-gu-at-adh-36
ET-AM-NS-SR-SRHC-18,1615.0,,et-am-ns-sr-srhc-18
ET-AM-NS-SR-SRHC-16,1616.0,,et-am-ns-sr-srhc-16
ET-OR-BA-GU-AT-ADH-40,1617.0,,et-or-ba-gu-at-adh-40
ET-OR-BA-GU-AT-ADH-39,1618.0,,et-or-ba-gu-at-adh-39
ET-OR-BA-GU-AT-ADH-40,1619.0,,et-or-ba-gu-at-adh-40
ET-OR-BA-GU-AT-ADH-43,1620.0,,et-or-ba-gu-at-adh-43
ET-AM-NS-SR-SRHC-15,1621.0,,et-am-ns-sr-srhc-15
ET-OR-BA-GU-AT-ADH-58,1622.0,,et-or-ba-gu-at-adh-58
ET-OR-BA-GU-AT-ADH-54,1623.0,,et-or-ba-gu-at-adh-54
ET-OR-BA-GU-AT-ADH-59,1624.0,,et-or-ba-gu-at-adh-59
ET-OR-BA-GU-AT-ADH-42,1625.0,,et-or-ba-gu-at-adh-42
ET-OR-BA-GU-AT-ADH-27,1626.0,,et-or-ba-gu-at-adh-27
ET-OR-BA-GU-AT-ADH-31,1627.0,,et-or-ba-gu-at-adh-31
ET-OR-BA-GU-AT-ADH-22,1628.0,,et-or-ba-gu-at-adh-22
ET-OR-BA-GU-AT-ADH-24,1629.0,,et-or-ba-gu-at-adh-24
ET-SN-GG-AM-AH-7,1630.0,,et-sn-gg-am-ah-7
ET-OR-BA-GU-AT-ADH-34,1631.0,,et-or-ba-gu-at-adh-34
ET-OR-BA-GU-AT-ADH-34,1632.0,,et-or-ba-gu-at-adh-34
ET-OR-BA-GU-AT-ADH-45,1633.0,,et-or-ba-gu-at-adh-45
ET-AM-NS-SSR-SRHC-23,1634.0,,et-am-ns-ssr-srhc-23
ET-OR-BA-GU-AT-ADH-59,1635.0,,et-or-ba-gu-at-adh-59
ET-OR-BA-GU-AT-ADH-35,1636.0,,et-or-ba-gu-at-adh-35
ET-OR-BA-GU-AT-ADH-32,1637.0,,et-or-ba-gu-at-adh-32
ET-AM-NS-SR-SRHC-24,1638.0,,et-am-ns-sr-srhc-24
ET-AM-NS-SR-SRHC-21,1639.0,,et-am-ns-sr-srhc-21
ET-OR-GU-AT-ADH-28,1640.0,,et-or-gu-at-adh-28
ET-OR-BA-GU-AT-ADH-44,1641.0,,et-or-ba-gu-at-adh-44
ET-OR-BA-GU-AT-ADH-44,1642.0,,et-or-ba-gu-at-adh-44
ET-OR-BA-GU-AT-ADH-63,1643.0,,et-or-ba-gu-at-adh-63
ET-OR-BA-GU-AT-ADH-29,1644.0,,et-or-ba-gu-at-adh-29
ET-AM-NS-SR-SRHC-15,1645.0,,et-am-ns-sr-srhc-15
ET-AM-NS-SR-SRHC-26,1646.0,,et-am-ns-sr-srhc-26
ET-AM-NS-SR-SRHC-28,1647.0,,et-am-ns-sr-srhc-28
ET-AM-NS-SR-SRHC-25,1648.0,,et-am-ns-sr-srhc-25
ET-AM-NS-SR-SRHC-27,1649.0,,et-am-ns-sr-srhc-27
ET-AM-NS-SR-SRHC-31,1650.0,,et-am-ns-sr-srhc-31
ET-AM-NS-SR-SRHC-23,1651.0,,et-am-ns-sr-srhc-23
ET-AM-NS-SR-SRHC-29,1652.0,,et-am-ns-sr-srhc-29
ET-AM-NS-SR-SRHC-22,1653.0,,et-am-ns-sr-srhc-22
ET-AM-NS-SR-SRHC-30,1654.0,,et-am-ns-sr-srhc-30
ET-AM-NS-SR-SRHC-20,1655.0,,et-am-ns-sr-srhc-20
ET-AM-NS-SR-SRHC-17,1656.0,,et-am-ns-sr-srhc-17
ET-OR-BA-GU-AT-ADH-32,1657.0,,et-or-ba-gu-at-adh-32
ET-AM-NS-SR-SRHC-20,1658.0,,et-am-ns-sr-srhc-20
ET-AM-NS-SR-SRHC-38,1659.0,,et-am-ns-sr-srhc-38
ET-AM-NS-SR-SRHC-27,1660.0,,et-am-ns-sr-srhc-27
ET-AM-NS-SR-SRHC-22,1661.0,,et-am-ns-sr-srhc-22
ET-AM-NS-SR-SRHC-21,1662.0,,et-am-ns-sr-srhc-21
ET-AM-NS-SR-SRHC-17,1663.0,,et-am-ns-sr-srhc-17
ET-AM-NS-SR-SRHC-30,1664.0,,et-am-ns-sr-srhc-30
ET-BG-AS-AS-AH-92,1665.0,,et-bg-as-as-ah-92
ET-BG-AS-AS-AH-82,1666.0,,et-bg-as-as-ah-82
ET-BG-AS-AS-AH-67,1667.0,,et-bg-as-as-ah-67
ET-BG-AS-AS-AH-69,1668.0,,et-bg-as-as-ah-69
ET-BG-AS-AS-AH-85,1669.0,,et-bg-as-as-ah-85
ET-BG-AS-AS-AH-100,1670.0,,et-bg-as-as-ah-100
ET-BG-AS-AS-AH-88,1671.0,,et-bg-as-as-ah-88
ET-BG-AS-AS-AH-94,1672.0,,et-bg-as-as-ah-94
ET-BG-AS-AS-AH-82,1673.0,,et-bg-as-as-ah-82
ET-BG-AS-AS-AH-78,1674.0,,et-bg-as-as-ah-78
ET-BG-AS-AS-AH-94,1675.0,,et-bg-as-as-ah-94
ET-BG-AS-AS-AH-91,1676.0,,et-bg-as-as-ah-91
ET-BG-AS-AS-AH-100,1677.0,,et-bg-as-as-ah-100
ET-BG-AS-AS-AH-93,1678.0,,et-bg-as-as-ah-93
ET-BG-AS-AS-AH-97,1679.0,,et-bg-as-as-ah-97
ET-BG-AS-AS-AH-80,1680.0,,et-bg-as-as-ah-80
ET-BG-AS-AS-AH-70,1681.0,,et-bg-as-as-ah-70
ET-BG-AS-AS-AH-70,1682.0,,et-bg-as-as-ah-70
ET-BG-AS-AS-AH-83,1683.0,,et-bg-as-as-ah-83
ET-BG-AS-AS-AH-99,1684.0,,et-bg-as-as-ah-99
ET-BG-AS-AS-AH-67,1685.0,,et-bg-as-as-ah-67
ET-BG-AS-AS-AH-??,1686.0,,et-bg-as-as-ah-??
ET-BG-AS-AS-AH-89,1687.0,,et-bg-as-as-ah-89
ET-BG-AS-AS-AH-88,1688.0,,et-bg-as-as-ah-88
ET-BG-AS-AS-AH-77,1689.0,,et-bg-as-as-ah-77
ET-BG-AS-AS-AH-??,1690.0,,et-bg-as-as-ah-??
ET-BG-AS-AS-AH-89,1691.0,,et-bg-as-as-ah-89
ET-BG-AS-AS-AH-87,1692.0,,et-bg-as-as-ah-87
ET-BG-AS-AS-AH-63,1693.0,,et-bg-as-as-ah-63
ET-BG-AS-AS-AH-96,1694.0,,et-bg-as-as-ah-96
ET-BG-AS-AS-AH-78,1695.0,,et-bg-as-as-ah-78
ET-BG-AS-AS-AH-80,1696.0,,et-bg-as-as-ah-80
ET-BG-AS-AS-AH-95,1697.0,,et-bg-as-as-ah-95
ET-BG-AS-AS-AH-79,1698.0,,et-bg-as-as-ah-79
ET-BG-AS-AS-AH-86,1699.0,,et-bg-as-as-ah-86
ET-BG-AS-AS-AH-59,1700.0,,et-bg-as-as-ah-59
ET-BG-AS-AS-AH-90,1701.0,,et-bg-as-as-ah-90
ET-BG-AS-AS-AH-61,1702.0,,et-bg-as-as-ah-61
ET-BG-AS-AS-AH-63,1703.0,,et-bg-as-as-ah-63
ET-BG-AS-AS-AH-69,1704.0,,et-bg-as-as-ah-69
ET-BG-AS-AS-AH-85,1705.0,,et-bg-as-as-ah-85
ET-BG-AS-AS-AH-??,1706.0,,et-bg-as-as-ah-??
ET-BG-AS-AS-AH-64,1707.0,,et-bg-as-as-ah-64
ET-BG-AS-AS-AH-86,1708.0,,et-bg-as-as-ah-86
ET-BG-AS-AS-AH-65,1709.0,,et-bg-as-as-ah-65
ET-BG-AS-AS-AH-96,1710.0,,et-bg-as-as-ah-96
ET-BG-AS-AS-AH-63,1711.0,,et-bg-as-as-ah-63
ET-BG-AS-AS-AH-91,1712.0,,et-bg-as-as-ah-91
ET-BG-AS-AS-AH-83,1713.0,,et-bg-as-as-ah-83
ET-BG-AS-AS-AH-??,1714.0,,et-bg-as-as-ah-??
ET-BG-AS-AS-AH-95,1715.0,,et-bg-as-as-ah-95
ET-BG-AS-AS-AH-84,1716.0,,et-bg-as-as-ah-84
ET-BG-AS-AS-AH-99,1717.0,,et-bg-as-as-ah-99
ET-BG-AS-AS-AH-58,1718.0,,et-bg-as-as-ah-58
ET-BG-AS-AS-AH-79,1719.0,,et-bg-as-as-ah-79
ET-BG-AS-AS-AH-98,1720.0,,et-bg-as-as-ah-98
ET-BG-AS-AS-AH-98,1721.0,,et-bg-as-as-ah-98
ET-BG-AS-AS-AH-68,1722.0,,et-bg-as-as-ah-68
ET-BG-AS-AS-AH-60,1723.0,,et-bg-as-as-ah-60
ET-BG-AS-AS-AH-60,1724.0,,et-bg-as-as-ah-60
E97T-BG-AS-AS-AH-,1725.0,,e97t-bg-as-as-ah-
ET-BG-AS-AS-AH-62,1726.0,,et-bg-as-as-ah-62
ET-BG-AS-AS-AH-87,1727.0,,et-bg-as-as-ah-87
ET-BG-AS-AS-AH-93,1728.0,,et-bg-as-as-ah-93
